id,guardian_id,question,answer,status,similarity_score,llm_model,response_latency_ms,cited_document_ids,escalated_at,created_at
347e9f07-b27e-451b-b47f-b3acb3c79d9f,null,when is nashik trip?,Begins Edu Trip & 5) (Grade (Primary) runs on 13 Jan 2026. Begins Edu Trip & 5) (Grade (Primary). Audience: primary.,answered,null,calendar-resolver,1478,[],null,2025-10-21 19:38:21.141697+00
9b9e715c-4646-4e9d-a085-1e7cb173366f,null,who is on the pta?,Party Annual for Pre (Pre-primary) runs on 16 Dec 2025. Party Annual for Pre (Pre-primary). Audience: pre-primary.,answered,null,calendar-resolver,37,[],null,2025-10-21 19:36:00.886714+00
abec5be4-7c6b-4fe9-b1b3-82415d026c19,null,when is the next holiday,"The next event is Diwali Break Ends (Holiday & Whole School) on 24 Oct 2025. Diwali Break Ends (Holiday & Whole School). Audience: holiday, whole_school.",answered,null,calendar-resolver,2409,[],null,2025-10-21 19:35:40.852649+00
754e8ec0-6c9f-4adb-8783-8f49d492ea7a,null,when is diwali break?,Diwali Mela (Pre-primary) runs on 11 Oct 2025. Diwali Mela (Pre-primary). Audience: pre-primary.,answered,null,calendar-resolver,3171,[],null,2025-10-21 19:35:18.441515+00
4d0e2205-9f11-4033-8b33-99eff140070c,null,tell me about nashik trip,Theme month: Curious (Pre-primary) runs on 21 Nov 2025. Theme month: Curious (Pre-primary). Audience: pre-primary.,answered,null,calendar-resolver,3130,[],null,2025-10-21 19:19:19.582801+00
60e5376a-0d09-4f3e-a11b-cb73350fe73a,null,when is christmas break for primary section?,Christmas (Pre-primary) runs on 15 Dec 2025. Christmas (Pre-primary). Audience: pre-primary.,answered,null,calendar-resolver,4372,[],null,2025-10-21 19:19:02.675528+00
7676c45f-b89a-4f2a-baa9-18348a47d5d8,null,when is christmas break,Christmas (Pre-primary) runs on 15 Dec 2025. Christmas (Pre-primary). Audience: pre-primary.,answered,null,calendar-resolver,5058,[],null,2025-10-21 19:18:39.636179+00
682318ea-d545-4bb7-b839-81818fa25aa7,null,when is the next progress review day?,The next event is Review Day Progress - Mock 1 Grade 10 (Primary & Secondary) on 12 Feb 2026. Review Day Progress - Mock 1 Grade 10 (Primary & Secondary). Audience: primary_secondary.,answered,null,calendar-resolver,1415,[],null,2025-10-21 19:07:24.688083+00
3dc90cfc-8dc7-487c-8a0c-d22888c80b3e,null,when is christmas break,Christmas (Pre-primary) runs on 15 Dec 2025. Christmas (Pre-primary). Audience: pre-primary.,answered,null,calendar-resolver,2164,[],null,2025-10-21 19:06:40.809949+00
730f6084-b54e-4b38-a489-54a079797a25,null,when is christmas break?,"is scheduled on 16 Oct 2025. - Diwali Break (Holidays for learners): Thursday, 16th October to Friday, 24th October 2025",answered,null,deterministic-event,2873,"[""066f49cd-2f7a-427f-a971-f2f83e7c62a8""]",null,2025-10-21 18:35:29.376901+00
08ed27c9-3214-4fe6-8575-375ba7bd2a90,null,what is the cafeteria menu for the month?,Cafeteria Menu: Latest cafeteria meal plan.,answered,null,structured_lookup,2121,"[""330e09d1-1193-4758-9c3f-53ff7192b57e""]",null,2025-10-21 18:33:35.991484+00
8e9726ea-839d-49a2-9a0c-4d6ece7d10c4,null,what is the current cafeteria menu?,Cafeteria Menu: Latest cafeteria meal plan.,answered,null,structured_lookup,2305,"[""330e09d1-1193-4758-9c3f-53ff7192b57e""]",null,2025-10-21 18:32:59.898037+00
39d67afb-8f50-4626-aca1-e7fd4735690d,null,when is christmas break?,"Christmas (Holiday & Whole School) runs from 01 Jan 2026. Christmas (Holiday & Whole School) (holiday, whole_school) — 2026-01-01 to 2026-01-01",answered,null,deterministic-calendar,1766,[],null,2025-10-21 18:28:08.209451+00
ecd5eb2a-cce6-449e-bb9e-cedb7d03aa1a,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2300,[],null,2025-10-21 18:27:56.910089+00
adaf1e0f-86f0-4c2c-9639-0a8e49d354a1,null,when is christmas break?,"is scheduled on 16 Oct 2025. - Diwali Break (Holidays for learners): Thursday, 16th October to Friday, 24th October 2025",answered,null,deterministic-event,2514,"[""066f49cd-2f7a-427f-a971-f2f83e7c62a8""]",null,2025-10-21 18:25:14.997524+00
9b1b6930-fc16-4cc9-8fc9-565ece119f14,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2405,[],null,2025-10-21 18:24:57.39658+00
be3d843f-af6a-4623-a8ee-b61727399e56,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025. The next break is Diwali Break (holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2433,[],null,2025-10-21 18:20:37.392071+00
787798cb-2cf9-4e1d-a508-c61c405a7b14,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025. The next break is Diwali Break (holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2802,[],null,2025-10-21 18:20:22.330204+00
701a8eb9-f2c2-4ebc-bbb7-a409279416e0,null,when is the english olympiad?,"English Olympiad is scheduled on 26 Sep 2025. Location: On campus - In individual classrooms. English Olympiad
( IEO) | 26th September | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,2124,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 18:19:12.049144+00
31181e95-21e9-4674-a691-d36937c23949,null,when is the english o;ympiad?,"I couldn’t find a date in the circulars. However, there is a Coffee Morning for Grade 1 International English Olympiad (IEO) scheduled for September 26, 2025. Please note that this event is specifically for Grade 1, and the circulars do not contain information about an English Olympiad for Grade 3.

Sources:
1. C 031 (2025 26) SOF Olympiad Exams — 2025-08-10
2. English Show And Tell Engagement (online) — 2025-10-21
3. English Assignment — 2025-10-21
4. - iPropel Grade 5 - Culmination Unit 4 National (Show 1) Olympiad (Primary) — 2025-12-10
5. International Ends Mathematics Olympiad JPPL League for Parents (Primary) — 2025-11-27
6. Coffee Morning - Grade 1 International English Olympiad (IEO) (Primary) — 2025-09-26",answered,0.5368519393323474,gemini-2.0-flash,15399,"[""69e59a71-1eb2-45ad-96ce-221853ad7499"",""905933ee-28c9-4f5b-991a-9f74292a74d6"",""f840181d-81bc-49f2-973c-3e004c53b5f1""]",null,2025-10-21 18:18:31.949353+00
160892ce-2e80-4ee1-b7ef-3400ae8ca914,null,what should i wear tomorrow?,"Yes, Tomorrow (22 Oct 2025) falls during Diwali Break Begins (Holiday & Whole School) (16 Oct 2025 – 24 Oct 2025). Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2139,[],null,2025-10-21 18:17:55.05248+00
076e4846-892e-4a75-bae3-4b52a4847627,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025. The next break is Diwali Break (holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2673,[],null,2025-10-21 18:16:06.528219+00
03dcfaa1-5793-4d42-82f4-c67d5f060f76,null,when is the science olympiad?,"Science Olympiad is scheduled on 11 Dec 2025. Location: On campus - In individual classrooms. Science Olympiad
(NSO) | 11th December | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,2083,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 18:15:42.513089+00
992b1b6c-bff7-4a64-bf89-8a33a1e8ef97,null,give me details on the science olympiad,"For Grade 3 students, registration for the SOF (Science Olympiad Foundation) exams was conducted online. The last date for registration was August 10th, 2025, using the link https://ors.sofworld.org/studentregistrationbycode and access code 120687. Parents could purchase preparatory books for the exams directly from Amazon. Delivery usually takes 4–5 working days.
I do not know based on the available circulars.

Sources:
1. C 031 (2025 26) SOF Olympiad Exams — 2025-08-10
2. GL Assessment (science) — 2025-10-21
3. Grade 5 - Culmination Science - NSO Grade 1 Culmination (Primary) — 2025-12-11
4. - iPropel Grade 5 - Culmination Unit 4 National (Show 1) Olympiad (Primary) — 2025-12-10
5. International Ends Mathematics Olympiad JPPL League for Parents (Primary) — 2025-11-27
6. Coffee Morning - Grade 1 International English Olympiad (IEO) (Primary) — 2025-09-26",answered,0.5238355302790725,gemini-2.0-flash,7928,"[""69e59a71-1eb2-45ad-96ce-221853ad7499"",""cced1687-a30f-4a8b-ad3b-cce70018f738""]",null,2025-10-21 18:15:21.013221+00
d3d361bc-50a4-4e3a-8a9d-b5760cd1802c,null,give me details on the science olypiad,"I do not know based on the available circulars.

Sources:
1. GL Assessment (science) — 2025-10-21
2. Grade 5 - Culmination Science - NSO Grade 1 Culmination (Primary) — 2025-12-11",answered,0.2454543662895932,gemini-2.0-flash,6980,"[""cced1687-a30f-4a8b-ad3b-cce70018f738""]",null,2025-10-21 18:15:01.046253+00
e2ca5050-d6e3-4fc5-989d-95c2a5189f4b,null,when is science olympiad?,"Science Olympiad is scheduled on 11 Dec 2025. Location: On campus - In individual classrooms. Science Olympiad
(NSO) | 11th December | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,2337,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 18:11:24.347979+00
1fdb4a0d-6df9-40ee-9724-b1c97582274d,null,What should my child wear tomorrow?,"Yes, Tomorrow (22 Oct 2025) falls during Diwali Break Begins (Holiday & Whole School) (16 Oct 2025 – 24 Oct 2025). Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2524,[],null,2025-10-21 18:09:04.557666+00
dced1fa7-9e53-418b-bd9b-b5dc45eb897c,null,When is the Science Olympiad?,"Science Olympiad is scheduled on 11 Dec 2025. Location: On campus - In individual classrooms. Science Olympiad
(NSO) | 11th December | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,1897,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 18:08:47.215438+00
230184b6-0943-48b3-a248-d5bff9fcd630,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025. The next break is Diwali Break (holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2680,[],null,2025-10-21 17:13:59.323521+00
9373108a-e470-4855-b662-cdd5989c2f4c,null,when is science olympiad?,"Science Olympiad is scheduled on 11 Dec 2025. Location: On campus - In individual classrooms. Science Olympiad
(NSO) | 11th December | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,1836,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 17:13:26.779584+00
276b2a0b-bb46-4eee-ac95-0be2f6ffaa7d,null,when is science olympiad?,"Science Olympiad is scheduled on 11 Dec 2025. Location: On campus - In individual classrooms. Science Olympiad
(NSO) | 11th December | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,1406,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 15:59:53.682434+00
2f579bfc-e809-4ace-93ae-b22daf631810,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025. The next break is Diwali Break (holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2377,[],null,2025-10-21 15:59:39.925934+00
3a58ab10-fc08-41ad-9651-8e68b1d869b5,null,when is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025. The next break is Diwali Break (holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,2371,[],null,2025-10-21 15:43:24.576386+00
d4e5b545-d67d-4278-827d-af514b6c6865,null,when is science olympiad?,"Science Olympiad is scheduled on 11 Dec 2025. Location: On campus - In individual classrooms. Science Olympiad
(NSO) | 11th December | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,1467,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 15:43:12.457713+00
79e0b1ae-ada4-4128-9ece-b2984216ced4,null,when is the next school break?,"Cafeteria is scheduled on 05 Jun 2025. CAFETERIA
(OPTIONAL) | Breakfast | ₹ 19,150 | 5th June 2025
To
12h June 2025 | Online via MSO ANCILLARY MODULE
OR
CHEQUE:
For Nursery, Junior & Senior KG
""JBCN PAREL PRE PRIMARY""
For Grades 1 to 12
""JBCN INTERNATIONAL SCHOOL PAREL""",answered,null,deterministic-event,2347,"[""208dcc85-b2df-49f1-b95b-0addb146bcb0""]",null,2025-10-21 15:30:12.067069+00
7d06dd25-d931-498e-81fd-1324eee862d6,null,when are the junior boys soccer finals?,"Based on circular C 151, the Soccer Sub Jr Boys Div 1 finals are on Monday, October 13th, 2025. Game 1 (3rd & 4th Place) between TT and SS is scheduled for 8:30 - 8:45 am. Game 2 (1st & 2nd Place) does not have the teams listed.

Sources:
1. C 151 (2025 26) Inspirus 2025 26 – Athletic Me Finals — 2025-10-13
2. C 004 (2025 26) FINAL REMINDER FOR CAFETERIA & SCHOOL BUS REGISTRATION — 2025-07-09
3. C 046 (2025 26) Subscription For Kids Junior Young Youth Insight Children’s Monthly Magazine — 2025-10-21
4. JPPL Finals Parents — 2025-12-06
5. Class Knockouts & Finals Begins (Primary) — 2025-12-05",answered,0.4984759617077359,gemini-2.0-flash,8613,"[""ae1fc435-0776-4d89-a607-53a329bcce38"",""339a709f-e1ee-4315-a1b6-ca20279cce33"",""7f2a5859-cc67-429c-8eb4-56f91cf40348""]",null,2025-10-21 15:29:56.707551+00
10f163d1-63a3-4e1b-817c-0a65f22f179f,null,when is science olympiad?,"Science Olympiad is scheduled on 11 Dec 2025. Location: On campus - In individual classrooms. Science Olympiad
(NSO) | 11th December | On campus - In
individual classrooms | Online registration through
the portal shared above",answered,null,deterministic-event,1358,"[""69e59a71-1eb2-45ad-96ce-221853ad7499""]",null,2025-10-21 15:27:59.232351+00
69663784-9f6b-483e-bd75-1d40b27dee0d,null,when is science olympiad?,"I do not know based on the available circulars. While circular C 031 discusses SOF Olympiad exams, the last date for registration was August 10th, 2025. There is also a GL Assessment (Science) scheduled for Grade 3 on September 8th.

Sources:
1. C 031 (2025 26) SOF Olympiad Exams — 2025-08-10
2. GL Assessment (science) — 2025-10-21
3. Grade 5 - Culmination Science - NSO Grade 1 Culmination (Primary) — 2025-12-11
4. - iPropel Grade 5 - Culmination Unit 4 National (Show 1) Olympiad (Primary) — 2025-12-10
5. International Ends Mathematics Olympiad JPPL League for Parents (Primary) — 2025-11-27
6. Coffee Morning - Grade 1 International English Olympiad (IEO) (Primary) — 2025-09-26",answered,0.5806819743799018,gemini-2.0-flash,6027,"[""69e59a71-1eb2-45ad-96ce-221853ad7499"",""cced1687-a30f-4a8b-ad3b-cce70018f738""]",null,2025-10-21 15:25:11.264273+00
7c1db72d-a29d-4164-a20e-239453deafb7,null,when is science olympiad?,"I do not know based on the available circulars. However, I can tell you that the GL Assessment (Science) for Grade 3 was scheduled for 8th September during school hours. Also, registration for the SOF (Science Olympiad Foundation) exams was conducted online, with the last date for registration on 10th August 2025.

Sources:
1. C 031 (2025 26) SOF Olympiad Exams — 2025-08-10
2. GL Assessment (science) — 2025-10-21
3. Grade 5 - Culmination Science - NSO Grade 1 Culmination (Primary) — 2025-12-11
4. - iPropel Grade 5 - Culmination Unit 4 National (Show 1) Olympiad (Primary) — 2025-12-10
5. International Ends Mathematics Olympiad JPPL League for Parents (Primary) — 2025-11-27
6. Coffee Morning - Grade 1 International English Olympiad (IEO) (Primary) — 2025-09-26",answered,0.5806937846940794,gemini-2.0-flash,7855,"[""69e59a71-1eb2-45ad-96ce-221853ad7499"",""cced1687-a30f-4a8b-ad3b-cce70018f738""]",null,2025-10-21 14:49:29.057026+00
3c6ab871-0827-4a0c-bf4b-01274cc3d31f,null,when is science olympiad?,"I do not know based on the available circulars. While circular C 031 discusses SOF Olympiad exams, the last date for registration was August 10th, 2025. There is no information about the date of the science olympiad itself.

Sources:
1. C 031 (2025 26) SOF Olympiad Exams — 2025-08-10
2. GL Assessment (science) — 2025-10-21
3. Grade 5 - Culmination Science - NSO Grade 1 Culmination (Primary) — 2025-12-11
4. - iPropel Grade 5 - Culmination Unit 4 National (Show 1) Olympiad (Primary) — 2025-12-10
5. International Ends Mathematics Olympiad JPPL League for Parents (Primary) — 2025-11-27
6. Coffee Morning - Grade 1 International English Olympiad (IEO) (Primary) — 2025-09-26",answered,0.5806937846940794,gemini-2.0-flash,6141,"[""69e59a71-1eb2-45ad-96ce-221853ad7499"",""cced1687-a30f-4a8b-ad3b-cce70018f738""]",null,2025-10-21 14:32:09.393007+00
fffee5ed-33c2-416f-8dad-2036378034c2,null,What should I bring for the field trip?,"Grade 3 learners will be going on an educational field trip to Avarya Supermarket. For this trip, each learner is required to bring Rs. 100 for shopping. As part of promoting environmental awareness, parents are urged to help learners bring their own shopping bag.

Sources:
1. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
2. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
3. and Field (Whole School) — 2026-02-03
4. Athletic me InspirUs and Field Track (Whole School) — 2026-02-02
5. Edu Trip (Grade 3,4 3,4 & 5) (Primary) — 2026-01-15
6. Edu Trip (Grade (Primary) — 2026-01-14
7. Begins Edu Trip & 5) (Grade (Primary) — 2026-01-13
8. Edu Trip (Grade 4 (Primary) — 2026-01-12
9. Reports 6 - 12) Edu Trip (Grade 10 (Primary & Secondary) — 2025-12-18
10. Trip for (Grade (Primary & Secondary) — 2025-12-15",answered,0.5202690581145777,gemini-2.0-flash,11612,"[""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-21 14:21:33.737075+00
bdf43980-79b5-457c-94c7-6d4817c10574,null,What should I bring for the field trip?,"Grade 3 learners will be going on an educational field trip to Avarya Supermarket. For this trip, each learner is required to bring Rs. 100 for shopping. As part of promoting environmental awareness, parents are urged to help learners with this.

Sources:
1. C 075 (2025 26) Academic Educational Field Trip — 2025-09-12
2. C 165 (2025 26) Educational Field Trip (1) — 2025-10-28
3. and Field (Whole School) — 2026-02-03
4. Athletic me InspirUs and Field Track (Whole School) — 2026-02-02
5. Edu Trip (Grade 3,4 3,4 & 5) (Primary) — 2026-01-15
6. Edu Trip (Grade (Primary) — 2026-01-14
7. Begins Edu Trip & 5) (Grade (Primary) — 2026-01-13
8. Edu Trip (Grade 4 (Primary) — 2026-01-12
9. Reports 6 - 12) Edu Trip (Grade 10 (Primary & Secondary) — 2025-12-18
10. Trip for (Grade (Primary & Secondary) — 2025-12-15",answered,0.5202684493945683,gemini-2.0-flash,12145,"[""4f0ce02e-a1f3-4a8f-b51f-ea1c6d132a18"",""f425db34-9d26-44b5-a065-181fe6d04888""]",null,2025-10-21 14:20:45.79667+00
7728432c-b752-4f49-91ac-faee2910a71b,null,When is the next school break?,"Right now, Diwali Break Begins (Holiday & Whole School) runs from 16 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025. The next break is Diwali Break (holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.",answered,null,deterministic-calendar,4785,[],null,2025-10-21 14:20:15.903721+00
6d4f4d43-22ab-4571-95b5-1b423cd3c535,null,when is science olympiad?,"Based on the available information, registration for the SOF (Science Olympiad Foundation) exams for Grade 3 was conducted online, with the last date for registration being August 10th, 2025. The document mentions parents can purchase preparatory books for the exams from Amazon. There is also a GL Assessment (Science) scheduled for Grade 3 on September 8th during school hours.

Sources:
1. C 031 (2025 26) SOF Olympiad Exams — 2025-08-10
2. GL Assessment (science) — 2025-10-21
3. Grade 5 - Culmination Science - NSO Grade 1 Culmination (Primary) — 2025-12-11
4. - iPropel Grade 5 - Culmination Unit 4 National (Show 1) Olympiad (Primary) — 2025-12-10
5. International Ends Mathematics Olympiad JPPL League for Parents (Primary) — 2025-11-27
6. Coffee Morning - Grade 1 International English Olympiad (IEO) (Primary) — 2025-09-26",answered,0.5806937846940794,gemini-2.0-flash,7134,"[""69e59a71-1eb2-45ad-96ce-221853ad7499"",""cced1687-a30f-4a8b-ad3b-cce70018f738""]",null,2025-10-21 13:44:30.02423+00
1d1e0e6b-74dc-428f-8c5e-a9c872c529c7,null,when are the junior boys soccer finals?,"Based on circular C 151, the Soccer Sub Jr Boys Div 1 finals are on Monday, October 13th, 2025. Game 1 (3rd & 4th Place) between TT and GG is scheduled for 8:30 - 8:45 am. Game 2 (1st & 2nd Place) is scheduled for 8:45 - 9:00 am.

Sources:
1. C 151 (2025 26) Inspirus 2025 26 – Athletic Me Finals — 2025-10-13
2. C 004 (2025 26) FINAL REMINDER FOR CAFETERIA & SCHOOL BUS REGISTRATION — 2025-07-09
3. C 046 (2025 26) Subscription For Kids Junior Young Youth Insight Children’s Monthly Magazine — 2025-10-21
4. JPPL Finals Parents — 2025-12-06
5. Class Knockouts & Finals Begins (Primary) — 2025-12-05",answered,0.49848905888838707,gemini-2.0-flash,11199,"[""ae1fc435-0776-4d89-a607-53a329bcce38"",""339a709f-e1ee-4315-a1b6-ca20279cce33"",""7f2a5859-cc67-429c-8eb4-56f91cf40348""]",null,2025-10-21 13:43:54.673288+00
a57caaed-ffb4-4985-8320-a30e179523ea,null,when is the next school break?,The next break is Diwali Break Ends (Holiday & Whole School) from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.,answered,null,deterministic-calendar,2593,[],null,2025-10-21 13:35:43.301633+00
6219bd6b-ea55-469f-958c-804387980f45,null,when is the next school break?,The next break is Diwali Break Ends (Holiday & Whole School) running from 24 Oct 2025 to 24 Oct 2025. Classes resume on 25 Oct 2025.,answered,null,deterministic-calendar,2644,[],null,2025-10-21 13:15:00.93296+00
8db1fa2d-adf2-48f9-a0f5-f98f7b7b480a,null,Is there school today,"I do not know based on the available circulars. The documents provided include information about school bus routes, PTA nominations, cafeteria and bus registration, MySchoolOne orientation, and some holidays and events, but not whether there is school today.

Sources:
1. C 062 (2025 26) School Schedule For Tuesday, 19th August 2025 — 2025-08-19
2. C 016 (2025 26) School Bus Routes For The AY 25 26 — 2025-11-01
3. C 054 (2025 26) Reminder Executive Committee Of The PTA For The AY 2025 26 At JBCN International School, Parel — 2025-08-12
4. C 004 (2025 26) FINAL REMINDER FOR CAFETERIA & SCHOOL BUS REGISTRATION — 2025-07-09
5. C 003 (2025 26) Reminder Myschoolone Orientation & Ancillary Services For AY 2025 26 — 2025-06-05
6. Quarter 4 (Whole School) — 2026-06-03
7. Day (Holiday & Whole School) — 2026-05-01
8. Didi Dada Day (Whole School) — 2026-04-30
9. Ambedkar (Holiday & Whole School) — 2026-04-13
10. Term Ends (Holiday & Whole School) — 2026-04-05
11. Term Break Mid Break (Holiday & Whole School) — 2026-04-04
12. Mid (Holiday & Whole School) — 2026-04-03
13. Break GOOD FRIDAY (Holiday & Whole School) — 2026-04-02
14. Break Mid Term (Holiday & Whole School) — 2026-04-01
15. Term Break Mid Term (Holiday & Whole School) — 2026-03-30
16. Ends (Whole School) — 2026-03-27
17. Quarter 3 (Whole School) — 2026-03-26
18. EID (Whole School & Holiday) — 2026-03-19
19. Gudi Padwa (Whole School & Holiday) — 2026-03-18
20. Holi (Whole School & Holiday) — 2026-03-03
21. Holiday (Whole School) — 2026-02-20
22. Jayanti (Whole School & Holiday) — 2026-02-19
23. Shivaji (Holiday & Whole School) — 2026-02-18
24. InspirUs (Whole School) — 2026-02-16
25. Athletic me (Whole School) — 2026-02-03
26. and Field (Whole School) — 2026-02-03
27. Athletic me InspirUs and Field Track (Whole School) — 2026-02-02
28. Schools Championship for - Ends — 2026-01-31
29. Day (Whole School & Holiday) — 2026-01-26
30. Secondary (Whole School & Holiday) — 2026-01-26
31. Schools Cricket — 2026-01-19
32. Reopens for 3 Begins (Whole School) — 2026-01-06
33. School Learners Quarter (Whole School) — 2026-01-05
34. Christmas (Holiday & Whole School) — 2026-01-01
35. break (Holiday & Whole School) — 2025-12-22
36. Carnival Ends (Whole School) — 2025-12-20
37. School reopens for Learners (Whole School) — 2025-10-28
38. Diwali Break Begins (Holiday & Whole School) — 2025-10-16
39. Changemaker Awards Day (Whole School) — 2025-10-08
40. Quarter 2 Begins (Whole School) — 2025-10-06
41. Dussehra Gandhi Jayanthi (Holiday & Whole School) — 2025-10-02
42. Artopia-Interschool Competition (Primary & Secondary) — 2025-10-01
43. Ganesh Chaturthi (Whole School & Holiday) — 2025-08-27
44. Independence Day Holiday for Pre- primary & Primary (Whole School & Holiday) — 2025-08-15
45. Quarter 1 Begins (Whole School) — 2025-07-24",answered,0.4942397239197684,gemini-2.0-flash,26339,"[""2496a2dc-ebe3-4277-b85c-6804742a9f9e"",""4738b239-a818-4e0f-ac5e-67218a1dca93"",""68572ef8-2aa4-4595-b04d-c394f58d721c"",""339a709f-e1ee-4315-a1b6-ca20279cce33"",""208dcc85-b2df-49f1-b95b-0addb146bcb0""]",null,2025-10-21 13:12:15.38339+00
